station_code,station_name,lat,lon,state,zone
AA,ATARIA,27.172457,80.861033,Uttar Pradesh,NER
AABH,AMBIKA BHAWANI HALT,25.751434,84.969003,,
AADR,Amb Andora,31.670727,76.110391,,
AAG,ANGAR,17.954256,75.599875,,
AAH,ITEHAR,26.562635,78.683783,Madhya Pradesh,NCR
AAK,ANKAI KILA,20.18318,74.436855,,
AAL,AMLAI,23.173469,81.593507,,
AAM,Angadippuram,10.979489,76.207343,Kerala,SR
AAP,AMBIAPUR,26.515364,79.826878,,
AAR,ADESAR,23.552978,70.972051,Gujarat,WR
AAS,ASRANADA,26.397374,73.305325,,
AAY,ARALVAYMOZHI,8.249451,77.529265,Tamil Nadu,SR
AB,AMBUR,12.782934,78.721266,,
ABB,ABADA,22.547877,88.199392,,
ABD,AMBLI ROAD,23.05437,72.494044,,
ABE,Ambikeshwar,26.368567,77.963828,Madhya Pradesh,NCR
ABEO,Pattaravakkam,13.1145,80.166181,,SR
ABFC,AMBARI FALAKATA,26.641553,88.510593,,
ABGT,ARBAGATTA HALT,13.907468,76.134971,Karnataka,SWR
ABH,AMBARNATH,19.210382,73.184756,,
ABI,AMBATURAI,10.272226,77.924468,,
ABKA,AMBIKA KALNA,23.211377,88.353984,West Bengal,ER
ABKP,AMBIKAPUR,23.137032,83.145109,Chhattisgarh,SECR
ABLE,AMBALE,18.398719,74.171511,Maharashtra,CR
ABO,ASTHAL BOHAR,28.857765,76.629155,Haryana,NR
ABP,AKBARPUR,26.429818,82.539073,,
ABR,ABU ROAD,24.470775,72.775695,Rajasthan,NWR
ABS,ABOHAR,30.139383,74.195686,Punjab,NR
ABSA,Ambassa,23.930507,91.860783,Tripura,NFR
ABU,AMBATTUR,13.114306,80.152525,,
ABW,Abutara Halt,26.070776,89.586875,West Bengal,NFR
ABX,AMBARI,19.689361,78.216685,Maharashtra,SCR
ABY,AMBIVLI,19.267587,73.17171,,
ABZ,Adgaon Buzurg,21.123876,76.955924,Maharashtra,SCR
ACAB,A-CABIN BONDAMUNDA,22.23969,84.945577,,
ACG,ACHEGAON,20.976217,75.934247,,
ACH,Achalganj,26.444642,80.545415,Uttar Pradesh,NR
ACK,ACHARAPAKKAM,12.406776,79.821722,,
ACL,ANCHELI,20.845167,72.944978,Gujarat,WR
ACLE,AZIMGANJ CITY,24.237941,88.258871,West Bengal,ER
ACN,ADHICHCHANUR,12.05415,79.182478,,
ACND,ACHARYA NARENDRA DEV NAGAR,26.774576,82.156997,,
ACU,ACHUARA HALT,25.45273,85.661087,,
AD,ADONI,15.617035,77.27485,,
ADB,ADILABAD,19.680104,78.535285,Andhra Pradesh,SCR
ADD,ADAS ROAD,22.486628,73.034694,,
ADE,ADARI ROAD,20.986795,70.330818,Gujarat,WR
ADF,ADINA,25.114397,88.12318,,
ADH,ANDHERI,19.117429,72.846853,Maharashtra,WR
ADHL,ADIHALLI,13.28342,76.347284,Karnataka,SWR
ADI,AHMEDABAD JN,23.025515,72.601516,,
ADIJ,AHMEDABAD JN,23.025715,72.601716,,
ADL,ANDUL,22.575169,88.239643,,
ADQ,Adhikari,26.576892,88.169882,,
ADR,Mandi Adampur,29.283136,75.468851,Haryana,NWR
ADRA,ADRA JN,23.495992,86.674665,West Bengal,SER
ADRE,ADRA EAST CABIN,23.492772,86.692871,,
ADSR,ADSR,24.909345,84.192214,,
ADST,ADI SAPTAGRAM,22.95447,88.378872,,
ADT,ADUTURAI,11.009165,79.478668,Tamil Nadu,SR
ADTL,ADHARTAL,23.227389,79.972274,Madhya Pradesh,WCR
ADTP,ADITYAPUR,22.782212,86.158954,,
ADVI,ADAVALI,16.921753,73.592514,Maharashtra,KR
ADX,ADAPUR,26.924721,84.941759,,
AE,Amreli,21.607831,71.228012,Gujarat,WR
AED,AULENDA,27.029152,77.612583,Uttar Pradesh,NCR
AEH,ANANT PAITH,25.95539,78.276132,,
AEJ,ARNEJ,22.582088,72.268322,Gujarat,WR
AEK,Anekal Road,12.723885,77.710727,Karnataka,SWR
AEL,Ateli,28.100118,76.253105,Haryana,NWR
AEP,Amreli Para,21.607981,71.228168,Gujarat,WR
AEX,Adderi,14.141045,75.157978,,
AF,AGRA FORT,27.183308,78.0191,,
AFK,ANGAMALI,10.183676,76.37786,,
AFR,ASAFPUR,28.405553,78.905957,Uttar Pradesh,NR
AG,Aranghata,23.242037,88.613551,West Bengal,ER
AGA,AGRA CITY,27.194573,78.015775,,
AGAE,AGRADWIP,23.58096,88.226117,West Bengal,ER
AGB,AMBAGAON,19.062527,82.239507,Chhattisgarh,ECoR
AGC,AGRA CANTT,27.157992,77.990153,,
AGCI,Angadi,22.806751,73.282558,Gujarat,WR
AGD,AGASOD,24.234023,78.216912,,
AGDL,AGRAN DHULGAON,16.966118,74.924993,Maharashtra,CR
AGE,Angai,26.606593,77.46692,Rajasthan,NCR
AGI,AMGURI,26.812601,94.524011,Assam,NFR
AGL,AMARGOL,15.411792,75.098208,Karnataka,SWR
AGM,AGARAM SIBBANDI,12.414388,79.113347,,
AGMN,Agomoni,26.225947,89.786242,,
AGN,AMGAON,21.361293,80.374649,,
AGP,AGARPARA,22.682505,88.384761,,
AGQ,ASIRGARH ROAD,21.378418,76.268065,Madhya Pradesh,CR
AGR,AMARGARH,23.080689,74.747038,,
AGT,AGTHORI,26.200893,91.686006,,
AGTL,Agartala,23.792417,91.278481,Tripura,NFR
AGTR,Agauthar Halt,26.008146,84.843757,,
AGV,ANGUA,21.892582,87.269923,,
AGY,AGORI KHAS,24.59896,83.056105,Uttar Pradesh,NCR
AGZ,AMAGURA,19.068103,82.147342,Chhattisgarh,ECoR
AH,ACHHNERA JN,27.18176,77.757839,,
AHA,ABHAIPUR,25.215986,86.323072,,
AHD,AHERWADI,17.504915,75.99559,Karnataka,SWR
AHH,AHMADGARH,30.683642,75.829518,Punjab,NR
AHI,ASHTI,17.844737,75.40307,Maharashtra,CR
AHJU,AHJU,32.02843,76.690156,Himachal Pradesh,NR
AHL,AJHARAIL,25.781638,87.848322,,
AHLR,AHALYAPUR,26.468381,83.824844,,
AHM,AHIMANPUR,25.252404,82.511544,Uttar Pradesh,NER
AHMP,ADARSH MANPUR,25.134476,85.911063,,
AHN,AHIRAN,24.517687,88.041125,West Bengal,ER
AHO,ADARSHNAGAR,26.41158,74.653432,Rajasthan,NWR
AHQ,AHERA HALT,28.926421,77.278624,Uttar Pradesh,NR
AHU,Ahirauli,27.30686,83.034225,Uttar Pradesh,NER
AHZ,ADHINPUR,26.418478,81.726848,,
AI,ADIPUR,23.077053,70.078659,Gujarat,WR
AIA,AJARAKA,27.959391,76.564209,Rajasthan,NWR
AIG,ALGAWAN,27.700598,79.963236,,
AIH,ALAWALPUR I PUR,29.047796,77.271639,Uttar Pradesh,NR
AII,AJMER JN,26.456612,74.637464,Rajasthan,NWR
AILM,AILAM,29.271995,77.291535,Uttar Pradesh,NR
AIP,ATTIPPATTU,13.261163,80.288946,,
AIPP,ATTIPPATTU PUDU NAGAR,13.249326,80.299606,,
AIR,ALINDRA ROAD,22.440575,73.239854,,
AIT,AIT,25.903719,79.230436,,
AJ,AJGAIN,26.61721,80.620988,,
AJE,ANJAR,23.119472,70.036611,Gujarat,WR
AJH,AJHAI,27.63615,77.558423,,
AJI,ANJHI SHAHABAD,27.643994,79.973314,,
AJIT,AJIT,25.860077,72.677955,Rajasthan,NWR
AJJ,ARAKKONAM,13.081512,79.667991,,
AJJN,ARAKKONAM JN NORTH,13.086445,79.648429,,
AJK,AJAKOLLU,16.346783,77.873636,,
AJKI,AJITKHERI,23.040004,76.045323,Madhya Pradesh,WR
AJL,Ajitwal,30.807611,75.339818,Punjab,NR
AJLE,AZIMGANJ JN CABIN,24.23827,88.257363,,
AJM,Adraj Moti,23.258801,72.565608,Gujarat,WR
AJN,Ajnod,22.931326,75.738947,Madhya Pradesh,WR
AJNI,AJNI,21.126859,79.08252,,
AJP,AJJAMPUR,13.728333,76.009742,Karnataka,SWR
AJR,AJAIBPUR,28.472835,77.593737,,
AJRE,AUJARI,26.144646,92.2668,Assam,NFR
AJTM,AJITGILL MATTA,30.483469,74.863795,Punjab,NR
AJU,Arjuni,20.816588,80.022582,Maharashtra,SECR
AJUG,ABJUGANJ,25.242369,86.775451,,
AK,AKOLA JN,20.723084,77.005497,,
AKAT,AKKAMPET,13.649106,80.018863,,
AKD,AKODIA,23.378255,76.599245,,
AKE,AKANAPET,18.110863,78.396309,Andhra Pradesh,SCR
AKI,ADARKI,17.918333,74.189651,Maharashtra,CR
AKJ,AKBARGANJ,26.531456,81.501628,,
AKK,Akkihebbalu,12.62489,76.377598,Karnataka,SWR
AKM,ARAMBAKKAM,13.532686,80.074371,,
AKN,AKBARNAGAR,25.234881,86.834533,,
AKNR,ADHYATMIK NAGAR,28.679874,77.499727,,
AKOR,AKALKOT ROAD,17.450243,76.137689,,
AKOT,Akot,21.095661,77.047217,Maharashtra,SCR
AKP,ANAKAPALLE,17.695503,83.008851,,
AKR,AKOLNER,18.985409,74.66907,,
AKRA,Akra,22.514668,88.249021,West Bengal,ER
AKRD,AKURDI,18.64812,73.764244,,
AKS,ANKUSPUR,25.571319,83.494012,Uttar Pradesh,NER
AKT,AKALTARA,22.029121,82.422049,,
AKU,ANGALAKUDURU,16.245325,80.609091,Andhra Pradesh,SCR
AKV,ANKLESHWAR JN,21.623889,73.000633,,
AKVD,AKIVIDU,16.582654,81.369055,Andhra Pradesh,SCR
AKW,Akora,25.613687,80.139995,Uttar Pradesh,NCR
AKY,AKKURTI,13.782896,79.668642,,
AKZ,Akashi,23.385124,84.887786,Jharkhand,SER
AL,ATTILI,16.68015,81.61636,Andhra Pradesh,SCR
ALAI,ALAI,27.337097,73.585768,,
ALAL,ALAL,30.378176,75.724207,,
ALB,ALIA BADA,22.44677,70.210367,Gujarat,WR
ALD,ALLAHABAD JN,25.446241,81.828816,,
ALER,ALER,17.645955,79.048341,,
ALGP,Algapur,24.754753,92.595918,Assam,?
ALJ,ALAI,29.143806,78.932709,Uttarakhand,NER
ALJN,ALIGARH JN,27.889584,78.074559,,
ALK,ALAKKUDI,10.777663,79.053709,Tamil Nadu,SR
ALL,ALAL,30.377725,75.72075,Punjab,NR
ALLP,ALLEPPEY,9.483759,76.322476,,
ALM,ALAMANDA,18.01251,83.271604,,
ALMR,ALAMPUR,21.944013,71.699156,Gujarat,WR
ALMW,ALMAW,25.259915,82.489941,Uttar Pradesh,NER
ALN,ALANDI,18.451229,74.093095,Maharashtra,CR
ALNI,ALNIYA,25.031676,75.908746,,
ALNP,Akelahanspur Halt,28.34054,80.315571,Uttar Pradesh,NER
ALP,ALAPAKAM,11.617803,79.727227,Tamil Nadu,SR
ALPR,ALAMPUR ROAD,15.895657,78.047012,,
ALS,Amlori Sarsar,26.294714,84.345578,Bihar,NER
ALU,ARIYALUR,11.150035,79.068318,,
ALUR,Alur Halt,12.982512,75.990493,Karnataka,SWR
ALV,Anklav,22.392856,72.999264,Gujarat,WR
ALW,ALWAL,17.505779,78.515006,Andhra Pradesh,SCR
ALY,ALLAHABAD CITY,25.44241,81.829736,Uttar Pradesh,NER
AMA,ATAMANDA,28.58606,79.468143,Uttar Pradesh,NER
AMB,AMBODALA,19.836323,83.456352,,
AMBR,Ambika Rohina,18.442254,76.943721,Maharashtra,SCR
AMC,Amritapura,14.139549,76.245563,Karnataka,SWR
AMDI,Amdi Halt,21.35241,79.318756,Maharashtra,SECR
AME,AMETHI,26.153024,81.806276,,
AMG,ALAMNAGAR,26.84708,80.860312,,
AMGA,AMJONGA,25.981621,90.852967,,
AMH,AZAMGARH,26.038607,83.160614,,
AMI,Amravati,20.930083,77.757786,Maharashtra,CR
AMIN,AMIN,29.904968,76.900028,,
AML,AMALSAD,20.811373,72.956092,Gujarat,WR
AMLA,AMLA JN,21.919717,78.123187,,
AMLI,AMLI,25.828156,76.286156,,
AMLO,AMLO,23.768893,85.980234,,ECR
AMLP,Amalpur,22.161144,73.508313,Gujarat,WR
AMLR,AMALA NAGAR,10.561834,76.171838,Kerala,SR
AMM,Atirampattinam,10.332285,79.385808,Tamil Nadu,SR
AMO,Amolwa,27.211161,84.478487,Bihar,ECR
AMOD,Amod,21.990791,72.865465,Gujarat,WR
AMP,AHMADPUR JN,23.832509,87.692841,,
AMPA,AMBALAPUZHA,9.386059,76.363817,Kerala,SR
AMPL,AMMAPALLI HALT,25.272441,87.458575,,
AMPR,AMARPURA RATHAN,29.483399,74.078953,Rajasthan,NWR
AMQ,AMMUGUDA,17.487039,78.527215,Andhra Pradesh,SCR
AMRI,ANAJ MANDI,28.187505,76.605319,,
AMRO,AMROHA,28.892688,78.474329,,
AMS,AMAUSI,26.77443,80.841544,,
AMSA,AMMASANDRA,13.264571,76.711486,Karnataka,SWR
AMT,AMMAPET,10.779506,79.315738,Tamil Nadu,SR
AMV,LUCKNOW ALAMBAGH,26.794514,80.87314,,
AMVA,AMARAVILA HALT,8.397109,77.100362,Kerala,SR
AMW,AMAN VADI,20.300507,77.065281,Maharashtra,SCR
AMX,Amlakhurd,21.510235,76.650685,Madhya Pradesh,SCR
AMY,AKATHUMURI,8.70031,76.758792,,
AN,AMALNER,21.049009,75.057314,,
ANA,ASLANA,23.860522,79.319493,,
ANAH,AUNTA HALT,25.380433,85.949364,,
ANAS,ANAS,22.866009,74.421513,,
ANB,AMMANABROLU,15.596402,80.148353,,
ANC,Annechakanahali,12.7379,76.282814,Karnataka,SWR
ANCR,ANCHURI,23.283904,86.993174,West Bengal,SER
AND,ANDAMPALIAM,12.088426,79.168985,Tamil Nadu,SR
ANDI,ADARSH NAGAR DELHI,28.714205,77.166707,,
ANDN,Anand Nagar,27.103714,83.270698,Uttar Pradesh,NER
ANE,ANANTARAJUPET,13.999592,79.302468,,
ANF,Anandapuram,14.073324,75.209164,Karnataka,SWR
ANG,AHMADNAGAR,19.075519,74.721882,,
ANGL,ANGUL,20.859445,85.099994,,
ANGM,Aungari Dham,25.191332,85.226157,,
ANGR,ANGADGERI HALT,16.451874,75.845891,Karnataka,SWR
ANH,ANKORAH AKORHA,24.761167,84.169539,,
ANI,Ajanti,21.893954,76.285956,Madhya Pradesh,WR
ANJ,Anjangaon,21.1632,77.318965,Maharashtra,CR
ANJE,ANGARPATHRA HALT,23.793062,86.319368,,
ANK,ANKAI,20.151028,74.469756,,
ANKL,ANKOLA,14.645347,74.332936,Karnataka,KR
ANM,ANAIMALAI ROAD,10.624894,76.935071,,
ANMD,ARANG MAHANADI,21.189614,81.955513,,
ANND,ANAND JN,22.561307,72.965733,,
ANNR,ANNANUR,13.116018,80.126743,,
ANO,ANJANI,17.620605,73.399308,Maharashtra,KR
ANP,ANANDTANDAVPUR,11.143966,79.657675,Tamil Nadu,SR
ANPM,ANUPALEM,16.469897,79.962595,,
ANPR,Anpara,24.217386,82.766166,Uttar Pradesh,ECR
ANQ,AMNAPUR,17.049465,74.459554,,
ANR,ANARA,23.481082,86.559763,West Bengal,SER
ANSB,ANANDPUR SAHIB,31.230514,76.500604,,
ANT,Anantnag,33.738534,75.107131,Jammu and Kashmir,NR
ANTU,ANTU,26.055162,81.897788,,
ANU,ANANGUR,11.39694,77.820053,,
ANV,ANNAVARAM,17.269633,82.419677,,
ANVR,ANAND VIHAR,28.648614,77.314024,,
ANVT,ANAND VIHAR TRM,28.650504,77.315213,,
ANY,Arumuganeri,8.579144,78.091842,Tamil Nadu,SR
AO,AONLA,28.296051,79.16915,Uttar Pradesh,NR
AON,ARAON,27.114343,78.692248,Uttar Pradesh,NCR
AONI,Amoni,26.448121,92.919609,Assam,NFR
AOR,ARGORA,23.347039,85.314358,,
AP,ASHOKAPURAM,12.273762,76.635315,Karnataka,SWR
APA,AMARPURA,26.110973,74.249302,Rajasthan,NWR
APB,ANUPPAMBATTU,13.304293,80.230769,,
APCH,ALIPURDUAR COLLEGE,26.501679,89.527486,,
APD,Alipur Duar,26.479307,89.520667,West Bengal,NFR
APDC,Alipur Duar Court,26.499255,89.526808,West Bengal,NFR
APDJ,ALIPUR DUAR JN,26.523279,89.534048,West Bengal,NFR
APE,ANDANAPPETTAI,10.758823,79.844096,Tamil Nadu,SR
APG,ANUPGANJ,26.757292,81.126093,,
APH,ANUPGARH,29.196898,73.204564,Rajasthan,NWR
API,Akkaraippatti,10.399808,77.922628,,
APJ,Amarpur Jorasi,28.02178,76.076109,Rajasthan,NWR
APK,Aruppukkottai,9.524632,78.101891,,
APL,APPIKATLA,15.970371,80.514466,,
APN,AYODHYAPATTANAM,11.671392,78.233642,,
APP,Ambapendarpur Halt,25.266963,85.529709,,
APQ,ADITPARA,21.673591,69.677918,,
APR,ANUPPUR JN,23.117312,81.695967,,
APRD,Ashapurna Devi,21.727401,87.638201,,
APRH,Alehpur Halt,26.209465,84.788986,,
APT,ANAPARTI,16.935817,81.953181,,
APTA,APTA,18.863471,73.152629,Maharashtra,CR
APU,Anipur,24.545736,92.434527,Assam,NFR
AQG,ASHAPURA GOMAT,26.950232,71.892665,Rajasthan,NWR
ARA,ARA,25.548889,84.662596,,
ARAG,ARAG,16.823628,74.791164,Maharashtra,CR
ARCL,ARUNACHAL,24.855593,92.742995,Assam,NFR
ARD,AMARDA ROAD,21.734258,87.102374,,
ARE,ARNETHA,25.389778,76.018674,,
ARG,ANGAR GHAT,25.795385,85.907174,,
ARGD,ARIGADA,23.643461,85.466475,,ECR
ARGL,ARGUL,20.124427,85.67088,,
ARGP,ARALAGUPPE,13.253132,76.615439,Karnataka,SWR
ARH,AMHERA,29.262238,78.285802,Uttar Pradesh,NR
ARI,ANTRI,26.035234,78.226699,,
ARJ,AUNRIHAR JN,25.54466,83.187272,Uttar Pradesh,NER
ARK,Arakku,18.333991,82.86256,Andhra Pradesh,ECoR
ARKA,Arkha,25.867316,81.331277,Uttar Pradesh,NR
ARL,AROUL,26.920662,80.018633,,
ARN,ARAND,21.102097,82.183013,,
ARNA,ARNIA,27.010129,76.51718,,
ARNG,Arunnagar,20.708491,79.978972,,
ARNH,Arjunahalli,12.512857,76.391729,Karnataka,SWR
AROR,AROOR HALT,9.879103,76.302833,,
ARP,Atrampur,25.572021,81.745663,Uttar Pradesh,NR
ARPL,AREPALLI HALT,16.270534,77.862369,,
ARQ,ARARIYA COURT,26.114921,87.446912,,
ARR,ARARIYA,26.137118,87.411998,,
ARS,ARASUR,11.270467,79.724704,Tamil Nadu,SR
ARU,Arasalu,13.999309,75.314466,Karnataka,SWR
ARV,ARNI ROAD,12.630801,79.209033,Tamil Nadu,SR
ARW,AHRAURA ROAD,25.196501,83.018883,,
AS,ARJANSAR,28.933796,73.871969,Rajasthan,NWR
ASAF,ASIFABAD ROAD,19.256682,79.416719,,
ASAN,ASAN,29.40129,76.882594,Haryana,NR
ASAR,ASRA HALT,29.249761,77.291443,,
ASB,ASANBONI,22.712394,86.313908,,
ASCE,ATHSARAI,25.678729,81.26203,,
ASE,ASAUDAH,28.736538,76.858773,Haryana,NR
ASH,AISHBAGH,26.837388,80.909607,,
ASI,Arseni,27.243104,80.39386,Uttar Pradesh,NR
ASJP,AMAR SAHEED JAGDEV P HALT,25.560087,84.409699,,
ASK,ARSIKERE JN,13.314425,76.252085,Karnataka,SWR
ASKN,ASHOK NAGAR,24.58015,77.726725,,
ASL,ASLAODA,23.231264,75.60816,,
ASLU,Aslu,28.368988,75.074842,Rajasthan,NWR
ASN,ASANSOL JN,23.691441,86.975152,,
ASNE,ASANSOL EAST,23.686432,86.991176,,
ASO,ASANGAON,19.439278,73.307859,,
ASP,ASPARI,15.454804,77.356253,,
ASR,AMRITSAR JN,31.631512,74.858025,,
ASSH,AISHBAGH,26.836088,80.908616,,
AST,ASAOTI,28.250878,77.323569,,
ASTG,Astegaon,21.296402,77.927221,,
ASV,ASARVA JN,23.043981,72.612937,Gujarat,WR
AT,ASNOTI,14.876286,74.147683,Karnataka,KR
ATA,ATA,26.044542,79.599143,,
ATC,ARTS COLLEGE,17.41813,78.519665,,
ATE,ATARRA,25.291367,80.576491,Uttar Pradesh,NCR
ATG,ATGAON,19.503181,73.327691,,
ATH,ANTAH,25.161177,76.307268,Rajasthan,WCR
ATKS,Atwa Kursath,27.13457,80.26721,Uttar Pradesh,NR
ATL,ATHMAL GOLA,25.453015,85.621372,,
ATM,ALTAGRAM,26.608131,88.946682,,
ATMO,AITHAL,29.80793,78.043623,Uttarakhand,NR
ATNR,AWATAR NAGAR,25.764396,84.956774,,
ATP,ANANTAPUR,14.686478,77.595312,,
ATQ,Arantangi,10.164469,78.996848,Tamil Nadu,SR
ATR,Attar,21.998734,76.204918,Madhya Pradesh,WR
ATRR,ATRAURA,25.316112,82.314016,Uttar Pradesh,NER
ATRU,ATRU,24.882135,76.670219,Rajasthan,WCR
ATS,ATTABIRA,21.388039,83.792637,,
ATT,ATARI,31.594934,74.607241,Punjab,NR
ATU,ATTUR,11.594788,78.592092,,
ATUL,ATUL,20.544593,72.927134,Gujarat,WR
ATW,Atwa Muthia Halt,27.27399,80.415479,Uttar Pradesh,NR
AUB,ALUABARI ROAD,26.269681,88.18561,,
AUBR,ANUGRAHA NARAYAN ROAD,24.855956,84.329844,,
AUI,Aurahi,25.823021,87.135054,Bihar,ECR
AUL,AGSAULI,27.705677,78.444553,,
AUN,Aurang Nagar,29.043935,75.974542,,
AUNG,AUNG,26.16423,80.544495,,
AUR,ATRAULI ROAD,28.097188,78.220108,Uttar Pradesh,NR
AUS,Anupshahr,28.947951,75.21123,Rajasthan,NWR
AUWA,AUWA,25.665207,73.564613,Rajasthan,NWR
AV,ASVALI,19.817371,73.751085,,
AVC,AMRAVATHI COLONY,14.498219,75.854093,,
AVD,AVADI,13.118247,80.100518,,
AVK,Aravankadu,11.359124,76.769203,Tamil Nadu,SR
AVL,AMRITVEL,21.077372,71.679671,Gujarat,WR
AVLI,ARAVALLI,16.620491,81.599095,Andhra Pradesh,SCR
AVN,ANAVARDIKHANPET,13.050504,79.56735,,
AVP,Abhanpur Junction,21.052203,81.744899,Chhattisgarh,SECR
AVRD,ARAVALI ROAD,17.316531,73.53816,Maharashtra,KR
AVS,Auvaneeswaram,9.036513,76.852807,Kerala,SR
AVT,Avati,13.299092,77.726679,Karnataka,SWR
AWB,AURANGABAD,19.859276,75.310646,Maharashtra,SCR
AWG,Awa Garh,27.464247,78.4734,Uttar Pradesh,NCR
AWH,Alewahi,20.38793,79.710147,Maharashtra,SECR
AWL,ALAWALPUR,31.425164,75.642236,Punjab,NR
AWM,Aswapuram,17.821267,80.80126,Andhra Pradesh,SCR
AWP,AGHWANPUR,28.939542,78.702865,,
AWPR,AWAPUR,26.508916,85.652916,,
AWR,ALWAR,27.559273,76.621265,Rajasthan,NWR
AWS,ASWANI HALT,27.15958,84.051843,Bihar,ECR
AWT,Alwar Tirunagri,8.602296,77.941809,Tamil Nadu,SR
AWY,ALUVA,10.108163,76.356508,,
AXA,AMARSAR,22.585991,70.91711,Gujarat,WR
AXK,ASOKHAR,26.525539,78.555854,Madhya Pradesh,NCR
AXR,ALLURU ROAD,14.710541,79.989036,,
AY,AYODHYA,26.787784,82.200604,,
AYB,Aliyabad,16.878268,75.758306,Karnataka,SWR
AYD,AYANDUR,11.966732,79.34081,,
AYM,ADIYAKKAMANGALAM,10.756748,79.68058,Tamil Nadu,SR
AYN,AIYANAPURAM,10.788547,78.929033,Tamil Nadu,SR
AYR,AYYALUR,10.483391,78.157049,,
AYRN,AKSHAYWAT RAI NAGAR,25.688768,85.315411,Bihar,ECR
AYU,ABHAYAPURI ASSAM,26.356599,90.641696,Assam,NFR
AZ,AZIMGANJ JN,24.219053,88.256764,West Bengal,ER
AZA,AZARA,26.09934,91.613927,Assam,NFR
AZP,AYYAMPET,10.896267,79.206701,Tamil Nadu,SR
AZR,AZAMNAGAR ROAD,25.555556,87.852328,,
BA,BANDRA,19.054454,72.840454,Maharashtra,WR
BAA,Barala,24.300532,88.039851,West Bengal,ER
BAAR,Bandar P.H.,22.052122,88.086816,West Bengal,?
BAB,BABINA,25.237832,78.451748,,
BABR,BALANAGAR,16.947622,78.188891,,
BAD,BAAD,27.395941,77.689652,,
BADK,BARKA,29.072565,77.273302,Uttar Pradesh,NR
BADR,Bhader,21.36507,70.928979,Gujarat,WR
BAE,BALIAKHERI,29.9285,77.63368,,
BAF,Bap,27.288182,72.327408,Rajasthan,?
BAGA,Bhagega,27.67721,75.72089,Rajasthan,NWR
BAGD,BAGWADA,20.43948,72.916866,,
BAGJ,Barharagani,26.921354,83.919574,,
BAGL,BARAGOPAL,25.765088,84.906765,,
BAH,BHABHAR,24.06528,71.615774,Gujarat,WR
BAHI,Balenahalli,14.250321,76.566376,Karnataka,SWR
BAHN,BABHABGAON HALT,25.44834,87.809894,,
BAHP,Band Hamirpur,26.32975,80.744382,Uttar Pradesh,NR
BAHW,Bahir Khanda,22.851949,88.071068,West Bengal,ER
BAI,BASSI,26.840617,76.047213,,
BAJ,Bhalej,22.63303,73.034499,Gujarat,WR
BAJE,Bajakare Halt,12.720476,75.508955,Karnataka,SWR
BAJN,BAJANA,23.101735,71.772077,,
BAK,BHAN KARI,26.962547,76.409455,,
BAKA,Banka,24.865901,86.911693,Bihar,?
BAKL,BAKAL,21.123637,80.940946,,
BAKT,Barhara Kothi,25.776942,87.096319,Bihar,ECR
BAL,BUDALUR,10.782843,78.981443,Tamil Nadu,SR
BALE,BALE,17.676186,75.845086,,
BALI,Bhaili,22.266245,73.131977,Gujarat,WR
BALR,BAITALPUR,26.552663,83.738557,,
BALU,BALUGAON,19.747366,85.200953,,
BAM,BRAHMAPUR,19.296135,84.796691,,
BAMA,BIRAMBAD,26.922783,77.32494,Rajasthan,NCR
BAMR,BAMUR,21.006738,84.475865,,
BAND,BANASWADI,13.00573,77.628196,,
BANE,BASNI,26.222963,73.010639,Rajasthan,NWR
BANI,BANI,26.227488,81.620936,,
BANL,BHATANGLI,18.446007,76.678145,Maharashtra,?
BANO,BANO,22.664784,84.902985,,
BANR,Bhaner,22.879186,72.97562,,
BAO,BANMOR,26.355565,78.098927,,
BAOL,BAOLI,29.140457,77.278015,Uttar Pradesh,NR
BAP,BELAPUR,19.619569,74.661744,,
BAPN,BARAIPURA HALT,25.739421,86.137301,,
BAPR,BALLUPUR,27.586599,79.145148,,
BAQ,GANJ BASODA,23.845347,77.944826,,
BAR,BAR,26.063048,74.113189,Rajasthan,NWR
BARD,DUVRI KALAN,23.994181,81.507968,Madhya Pradesh,WCR
BARH,BARH,25.46165,85.709426,,
BARI,Bari,26.650058,77.618175,Rajasthan,NCR
BARJ,BHARATGARH,31.110462,76.591403,,
BARL,Baral,28.494092,77.809975,Uttar Pradesh,NR
BARN,BARANAGAR ROAD,22.653093,88.378311,,
BARS,Barsana,27.443263,77.150253,,
BARU,Baharu,22.205278,88.44446,West Bengal,ER
BASN,BHAINSWAN,29.094392,76.680769,Haryana,NR
BAT,Batala Junction,31.821482,75.194432,Punjab,NR
BATL,BAIHATOLA,23.231204,82.05862,Madhya Pradesh,SECR
BATM,Batala Sugar Mills,31.856906,75.228493,,
BAU,BURHANPUR,21.334398,76.198679,Madhya Pradesh,CR
BAV,BARUVA,18.900748,84.554233,,
BAW,CHIK BANAVAR,13.073539,77.506341,Karnataka,SWR
BAWA,Balwara,25.503145,72.5545,Rajasthan,NWR
BAWD,BHADWAD,21.323159,74.098317,,
BAY,BELLARY JN,15.145135,76.921995,Karnataka,SWR
BAYD,Beyad,23.216364,73.207326,Gujarat,WR
BAZ,BARAN,25.09677,76.505128,Rajasthan,WCR
BBA,BABRALA,28.266493,78.403414,Uttar Pradesh,NR
BBAE,BAIDYABATI,22.795492,88.332038,,
BBAI,BHADBHUNJA,21.166264,73.693754,,
BBAR,BARA,24.001215,81.211862,Madhya Pradesh,WCR
